dataset_id,smiles_protonated,smiles_deprotonated,pKa,reaction_center_atom_idx,reaction_center_atom_symbol,reaction_center_charge_protonated,reaction_center_charge_deprotonated,reaction_center_Hs_protonated,reaction_center_Hs_deprotonated,reaction_center_hybridization,reaction_center_is_aromatic,reaction_center_is_in_ring,reaction_center_total_valence,internal_id_protonated,internal_id_deprotonated
mol3334,Cc1c[nH]cc1C(=O)O,Cc1c[nH]cc1C(=O)[O-],"5,650",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,6515,6516
mol3335,Cc1cc(-c2cc(C)[nH][nH+]2)n[nH]1,Cc1cc(-c2cc(C)[nH]n2)n[nH]1,"2,800",10,N,1,0,1,0,SP2,TRUE,TRUE,4,6517,6518
mol3336,Cc1cc(-c2cccc(Cl)c2)[nH+]cc1C1CCCN1C(=O)c1cnccn1,Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cnccn1,"4,100",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6519,6520
mol3337,Cc1cc(-c2cccc(Cl)c2)[nH+]cc1C1CCCN1C(=O)c1cncs1,Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cncs1,"4,200",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6521,6522
mol3338,Cc1cc(-c2ccccc2)n[n+](C)c1NCC[NH+]1CCOCC1,Cc1cc(-c2ccccc2)n[n+](C)c1NCCN1CCOCC1,"5,120",10,N,1,0,1,0,SP3,FALSE,TRUE,4,6524,6523
mol3339,Cc1cc(-c2ccccc2)n[n+](CC[NH+]2CCOCC2)c1N,Cc1cc(-c2ccccc2)n[n+](CCN2CCOCC2)c1N,"4,840",10,N,1,0,1,0,SP3,FALSE,TRUE,4,6525,6526
mol3340,Cc1cc(-c2ccccc2)nn2cc(C[NH+]3CCOCC3)[nH+]c12,Cc1cc(-c2ccccc2)nn2cc(CN3CCOCC3)[nH+]c12,"6,300",11,N,1,0,1,0,SP3,FALSE,TRUE,4,6527,6528
mol3341,Cc1cc(-c2ccccc2)nn2cc[nH+]c12,Cc1cc(-c2ccccc2)nn2ccnc12,"4,840",7,N,1,0,1,0,SP2,TRUE,TRUE,4,6529,6530
mol3342,Cc1cc(/C=C/C#N)cc(C)c1Nc1cc[nH+]c(Nc2ccc(C#N)cc2)n1,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,"5,600",11,N,1,0,1,0,SP2,TRUE,TRUE,4,6531,6532
mol3343,Cc1cc(=O)[nH][nH]1,Cc1cc(=O)[nH][n-]1,"10,900",6,N,0,-1,1,0,SP2,TRUE,TRUE,3,6533,6534
mol3344,Cc1cc(=O)[nH]c(=O)[nH]1,Cc1cc(=O)[n-]c(=O)[nH]1,"9,290",5,N,0,-1,1,0,SP2,TRUE,TRUE,3,6535,6536
mol3345,Cc1cc(=O)[nH]c(=S)[nH]1,Cc1cc(=O)[n-]c(=S)[nH]1,"7,730",5,N,0,-1,1,0,SP2,TRUE,TRUE,3,6537,6538
mol3346,Cc1cc(=O)[nH]c2c1CCO2,Cc1cc(=O)[n-]c2c1CCO2,"8,440",5,N,0,-1,1,0,SP2,TRUE,TRUE,3,6539,6540
mol3347,Cc1cc(=O)c(O)ccc1Br,Cc1cc(=O)c([O-])ccc1Br,"6,600",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,6541,6542
mol3348,Cc1cc(=O)n(-c2ccccc2)[nH]1,Cc1cc(=O)n(-c2ccccc2)[n-]1,"9,100",6,N,0,-1,1,0,SP2,TRUE,TRUE,3,6543,6544
mol3349,Cc1cc(=O)n(C)c[nH+]1,Cc1cc(=O)n(C)cn1,"2,100",7,N,1,0,1,0,SP2,TRUE,TRUE,4,6545,6546
mol3350,CC1=CC(=O)N(C)[NH+]1c1ccccc1,Cc1cc(=O)n(C)n1-c1ccccc1,"2,400",6,N,1,0,1,0,SP3,FALSE,TRUE,4,6547,6548
mol3351,Cc1cc(=O)n2c(n1)N=C[NH2+]2,Cc1cc(=O)n2[nH]cnc2n1,"6,190",10,N,1,0,2,1,SP3,FALSE,TRUE,4,6549,6550
mol3352,Cc1cc(=O)oc2c(F)c([OH2+])ccc12,Cc1cc(=O)oc2c(F)c(O)ccc12,"6,400",13,O,1,0,2,1,SP2,FALSE,FALSE,3,6551,6552
mol3353,Cc1cc(=O)oc2c(F)c(O)c(F)c(F)c12,Cc1cc(=O)oc2c(F)c([O-])c(F)c(F)c12,"4,200",13,O,0,-1,1,0,SP2,FALSE,FALSE,2,6553,6554
mol3354,Cc1cc(=O)oc2c(F)c(O)c(F)cc12,Cc1cc(=O)oc2c(F)c([O-])c(F)cc12,"4,700",13,O,0,-1,1,0,SP2,FALSE,FALSE,2,6555,6556
mol3355,Cc1cc(=O)oc2cc([OH2+])c(Cl)cc12,Cc1cc(=O)oc2cc(O)c(Cl)cc12,"6,100",12,O,1,0,2,1,SP2,FALSE,FALSE,3,6557,6558
mol3356,Cc1cc(=O)oc2cc([OH2+])c(F)cc12,Cc1cc(=O)oc2cc(O)c(F)cc12,"6,400",12,O,1,0,2,1,SP2,FALSE,FALSE,3,6559,6560
mol3357,Cc1cc(=O)oc2cc([OH2+])cc(F)c12,Cc1cc(=O)oc2cc(O)cc(F)c12,"5,900",12,O,1,0,2,1,SP2,FALSE,FALSE,3,6561,6562
mol3358,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc([O-])ccc12,"7,800",12,O,0,-1,1,0,SP2,FALSE,FALSE,2,6563,6564
mol3359,Cc1cc(=O)oc2cc(OS(N)(=O)=O)ccc12,Cc1cc(=O)oc2cc(OS([NH-])(=O)=O)ccc12,"8,000",16,N,0,-1,2,1,SP3,FALSE,FALSE,3,6565,6566
mol3360,Cc1cc(=O)oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12,Cc1cc(=O)oc2cc(O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)ccc12,"2,820",21,O,0,-1,1,0,SP2,FALSE,FALSE,2,6567,6568
mol3361,Cc1cc(=O)oc2ccc(O)cc12,Cc1cc(=O)oc2ccc([O-])cc12,"9,140",12,O,0,-1,1,0,SP2,FALSE,FALSE,2,6569,6570
mol3362,Cc1cc(=O)oc2cccc(O)c12,Cc1cc(=O)oc2cccc([O-])c12,"8,260",12,O,0,-1,1,0,SP2,FALSE,FALSE,2,6571,6572
mol3363,Cc1cc(Br)cc(Br)c1O,Cc1cc(Br)cc(Br)c1[O-],"7,600",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,6573,6574
mol3364,Cc1cc(Br)cc(C)c1[NH3+],Cc1cc(Br)cc(C)c1N,"3,540",7,N,1,0,3,2,SP3,FALSE,FALSE,4,6575,6576
mol3365,Cc1cc(Br)cc(C)c1[NH+](C)C,Cc1cc(Br)cc(C)c1N(C)C,"4,360",7,N,1,0,1,0,SP3,FALSE,FALSE,4,6577,6578
mol3366,Cc1cc(Br)cc(C)c1NC1=[NH+]CCN1,Cc1cc(Br)cc(C)c1NC1=NCCN1,"10,210",9,N,1,0,1,0,SP2,FALSE,TRUE,4,6579,6580
mol3367,Cc1cc(Br)ccc1C(=O)O,Cc1cc(Br)ccc1C(=O)[O-],"3,770",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,6581,6582
mol3368,Cc1cc(Br)ccc1[NH3+],Cc1cc(Br)ccc1N,"3,580",7,N,1,0,3,2,SP3,FALSE,FALSE,4,6583,6584
mol3369,Cc1cc(C#N)cc(C)c1Nc1cc[nH+]c(Nc2ccc(C#N)cc2)n1,Cc1cc(C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,"5,100",11,N,1,0,1,0,SP2,TRUE,TRUE,4,6585,6586
mol3370,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)[nH+]c(N)c1Br,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,"3,500",11,N,1,0,1,0,SP2,TRUE,TRUE,4,6587,6588
mol3372,Cc1cc(C(=O)N2CCCC2c2ccc(-c3cccc(Cl)c3)[nH+]c2)no1,Cc1cc(C(=O)N2CCCC2c2ccc(-c3cccc(Cl)c3)nc2)no1,"3,500",17,N,1,0,1,0,SP2,TRUE,TRUE,4,6589,6590
mol3373,Cc1cc(C(=O)N2CCCC2c2c[nH+]c(-c3cccc(Cl)c3)cc2C)no1,Cc1cc(C(=O)N2CCCC2c2cnc(-c3cccc(Cl)c3)cc2C)no1,"4,200",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6591,6592
mol3374,Cc1cc(C(=O)Nc2ccc(N3CC[C@H]([NH+]4CCC[C@@H]4C)C3)cc2C)on1,Cc1cc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)on1,"10,100",21,N,1,0,1,0,SP3,FALSE,TRUE,4,6593,6594
mol3375,Cc1cc(C(=O)O)c(C)o1,Cc1cc(C(=O)[O-])c(C)o1,"4,640",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,6595,6596
mol3376,Cc1cc(C(=O)O)c[nH]1,Cc1cc(C(=O)[O-])c[nH]1,"5,350",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,6597,6598
mol3377,Cc1cc(C(=O)O)ccc1Br,Cc1cc(C(=O)[O-])ccc1Br,"4,030",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,6599,6600
mol3378,Cc1cc(C(=O)O)ccc1Cl,Cc1cc(C(=O)[O-])ccc1Cl,"4,070",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,6601,6602
mol3379,Cc1cc(C(=O)O)cs1,Cc1cc(C(=O)[O-])cs1,"4,240",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,6603,6604
mol3380,Cc1cc(C(=O)O)n[nH]1,Cc1cc(C(=O)[O-])n[nH]1,"3,860",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,6605,6606
mol3381,Cc1cc(C(C)(C)C)cc(C)c1C(=O)O,Cc1cc(C(C)(C)C)cc(C)c1C(=O)[O-],"3,440",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,6607,6608
mol3382,Cc1cc(C(C)(C)C)cc(C)c1CC1=[NH+]CCN1,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,"10,200",9,N,1,0,1,0,SP2,FALSE,TRUE,4,6609,6610
mol3383,Cc1cc(C(C)C)cc(C)c1O,Cc1cc(C(C)C)cc(C)c1[O-],"10,900",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,6611,6612
mol3384,Cc1cc(C(C)C)ccc1O,Cc1cc(C(C)C)ccc1[O-],"10,560",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,6613,6614
mol3385,Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)[NH2+]c3ncns3)ccc12,Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,"3,600",20,N,1,0,2,1,SP3,FALSE,FALSE,4,6615,6616
mol3386,Cc1cc(C)[nH+][nH]1,Cc1cc(C)[nH]n1,"4,320",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6617,6618
mol3387,Cc1cc(C)c(/N=N/c2c(C)cc(O)cc2C)c(C)c1,Cc1cc(C)c(/N=N/c2c(C)cc([O-])cc2C)c(C)c1,"9,100",17,O,0,-1,1,0,SP2,FALSE,FALSE,2,6619,6620
mol3388,Cc1cc(C)c(C(C(=O)O)c2ccccc2)c(C)c1,Cc1cc(C)c(C(C(=O)[O-])c2ccccc2)c(C)c1,"4,000",17,O,0,-1,1,0,SP2,FALSE,FALSE,2,6621,6622
mol3389,Cc1cc(C)c(C(C)C)cc1O,Cc1cc(C)c(C(C)C)cc1[O-],"10,760",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,6623,6624
mol3390,Cc1cc(C)c(C)c(C(=O)O)c1C,Cc1cc(C)c(C)c(C(=O)[O-])c1C,"3,430",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,6625,6626
mol3391,Cc1cc(C)c(C)c([NH3+])c1C,Cc1cc(C)c(C)c(N)c1C,"4,300",8,N,1,0,3,2,SP3,FALSE,FALSE,4,6627,6628
mol3392,Cc1cc(C)c(C)c(Nc2ccccc2CC(=O)O)c1C,Cc1cc(C)c(C)c(Nc2ccccc2CC(=O)[O-])c1C,"4,200",18,O,0,-1,1,0,SP2,FALSE,FALSE,2,6629,6630
mol3393,Cc1cc(C)c(C)c(O)c1,Cc1cc(C)c(C)c([O-])c1,"10,640",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,6631,6632
mol3394,Cc1cc(C)c(C)n[nH+]1,Cc1cc(C)c(C)nn1,"4,810",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6633,6634
mol3395,Cc1cc(C)c(CO)c(C)[nH+]1,Cc1cc(C)c(CO)c(C)n1,"7,100",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6635,6636
mol3396,Cc1cc(C)c([NH3+])c(C)c1,Cc1cc(C)c(N)c(C)c1,"4,370",8,N,1,0,3,2,SP3,FALSE,FALSE,4,6637,6638
mol3397,Cc1cc(C)c(NC2=[NH+]CCN2)c(C)c1,Cc1cc(C)c(NC2=NCCN2)c(C)c1,"10,780",10,N,1,0,1,0,SP2,FALSE,TRUE,4,6639,6640
mol3398,Cc1cc(C)c(NC2=[NH+]CCN2)c(Cl)c1,Cc1cc(C)c(NC2=NCCN2)c(Cl)c1,"9,590",10,N,1,0,1,0,SP2,FALSE,TRUE,4,6641,6642
mol3399,Cc1cc(C)c(Nc2cc[nH+]c(Nc3ccc(C#N)cc3)n2)c(C)c1,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,"5,800",12,N,1,0,1,0,SP2,TRUE,TRUE,4,6643,6644
mol3401,Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)nc(N)[nH+]2)c(C)c1,Cc1cc(C)c(Nc2nc(N)nc(Nc3ccc(C#N)cc3)n2)c(C)c1,"3,800",10,N,1,0,1,0,SP2,TRUE,TRUE,4,6645,6646
mol3402,Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)[nH+]cc2Cl)c(C)c1,Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)ncc2Cl)c(C)c1,"3,600",12,N,1,0,1,0,SP2,TRUE,TRUE,4,6647,6648
mol3403,Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)nc[nH+]2)c(C)c1,Cc1cc(C)c(Nc2ncnc(Nc3ccc(C#N)cc3)n2)c(C)c1,"2,600",10,N,1,0,1,0,SP2,TRUE,TRUE,4,6649,6650
mol3404,Cc1cc(C)c(O)c(C(C)C)c1,Cc1cc(C)c([O-])c(C(C)C)c1,"11,180",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,6651,6652
mol3405,Cc1cc(C)c(O)c(C)c1,Cc1cc(C)c([O-])c(C)c1,"10,900",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,6653,6654
mol3406,Cc1cc(C)c(O)cc1C,Cc1cc(C)c([O-])cc1C,"10,550",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,6655,6656
mol3407,Cc1cc(C)c2[nH+]c(C)cc(N)c2c1,Cc1cc(C)c2nc(C)cc(N)c2c1,"10,400",10,N,1,0,1,0,SP2,TRUE,TRUE,4,6657,6658
mol3408,Cc1cc(C)c2ccc3c(C)cc(C)[nH+]c3c2n1,Cc1cc(C)c2ccc3c(C)cc(C)nc3c2n1,"6,500",11,N,1,0,1,0,SP2,TRUE,TRUE,4,6659,6660
mol3409,Cc1cc(C)c2ccc3cccnc3c2[nH+]1,Cc1cc(C)c2ccc3cccnc3c2n1,"5,960",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6661,6662
mol3410,Cc1cc(C)c2cccc(C)c2[nH+]1,Cc1cc(C)c2cccc(C)c2n1,"4,480",7,N,1,0,1,0,SP2,TRUE,TRUE,4,6663,6664
mol3411,Cc1cc(C)c2ccccc2[nH+]1,Cc1cc(C)c2ccccc2n1,"5,110",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6665,6666
mol3412,Cc1cc(C)c2nc(-c3cccc[nH+]3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,"3,050",16,N,1,0,1,0,SP2,TRUE,TRUE,4,6667,6668
mol3413,Cc1cc(C)c2nc(-c3ccc[nH+]c3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,Cc1cc(C)c2nc(-c3cccnc3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,"4,300",15,N,1,0,1,0,SP2,TRUE,TRUE,4,6669,6670
mol3414,Cc1cc(C)c2nc(-c3cc[nH+]cc3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,Cc1cc(C)c2nc(-c3ccncc3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,"4,270",14,N,1,0,1,0,SP2,TRUE,TRUE,4,6671,6672
mol3415,Cc1cc(C)cc(C(=[NH2+])c2ccccc2)c1,Cc1cc(C)cc(C(=N)c2ccccc2)c1,"6,820",8,N,1,0,2,1,SP2,FALSE,FALSE,4,6673,6674
mol3416,Cc1cc(C)cc(C(=O)O)c1,Cc1cc(C)cc(C(=O)[O-])c1,"4,300",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,6675,6676
mol3417,Cc1cc(C)cc([NH3+])c1,Cc1cc(C)cc(N)c1,"4,810",7,N,1,0,3,2,SP3,FALSE,FALSE,4,6677,6678
mol3418,Cc1cc(C)cc(N=c2c(=O)c3c(c(=O)c2=NS(=O)(=O)c2ccccc2)C(=N)CCC3)c1,Cc1cc(C)cc(N=c2c(=O)c3c(c(=O)c2=NS(=O)(=O)c2ccccc2)C(=[N-])CCC3)c1,"8,400",30,N,0,-1,1,0,SP2,FALSE,FALSE,3,6679,6680
mol3419,Cc1cc(C)cc(O)c1,Cc1cc(C)cc([O-])c1,"10,130",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,6681,6682
mol3420,Cc1cc(C)n(-c2cc(C)[nH][nH+]2)n1,Cc1cc(C)n(-c2cc(C)[nH]n2)n1,"2,230",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6683,6684
mol3421,Cc1cc(C)n(-c2cc(C)n(C)[nH+]2)n1,Cc1cc(C)n(-c2cc(C)n(C)n2)n1,"2,190",10,N,1,0,1,0,SP2,TRUE,TRUE,4,6685,6686
mol3422,Cc1cc(C)n(C)c(=O)[nH+]1,Cc1cc(C)n(C)c(=O)n1,"4,000",7,N,1,0,1,0,SP2,TRUE,TRUE,4,6687,6688
mol3423,Cc1cc(C)n(C)[nH+]1,Cc1cc(C)n(C)n1,"3,960",5,N,1,0,1,0,SP2,TRUE,TRUE,4,6689,6690
mol3424,Cc1cc(C)[nH+]c(C)c1,Cc1cc(C)nc(C)c1,"7,350",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6691,6692
mol3426,Cc1cc(C)[nH+]c(N)n1,Cc1cc(C)nc(N)n1,"4,930",6,N,1,0,1,0,SP2,TRUE,TRUE,4,6693,6694
mol3428,Cc1cc(C)[nH+]cn1,Cc1cc(C)ncn1,"2,700",6,N,1,0,1,0,SP2,TRUE,TRUE,4,6695,6696
mol3429,Cc1cc(C2(c3cccc(-c4cncnc4)c3)[NH+]=C(N)c3c(F)cccc32)cn(C)c1=O,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,"7,400",17,N,1,0,1,0,SP2,FALSE,TRUE,4,6698,6697
mol3430,Cc1cc(C=O)c([OH2+])c(C=O)c1,Cc1cc(C=O)c(O)c(C=O)c1,"6,200",9,O,1,0,2,1,SP2,FALSE,FALSE,3,6699,6700
mol3431,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1,"4,700",19,O,0,-1,1,0,SP2,FALSE,FALSE,2,6701,6702
mol3432,Cc1cc(CO)c(C)c(C)[nH+]1,Cc1cc(CO)c(C)c(C)n1,"7,300",6,N,1,0,1,0,SP2,TRUE,TRUE,4,6703,6704
mol3433,Cc1cc(CO)c(O)c(CO)c1,Cc1cc(CO)c([O-])c(CO)c1,"9,920",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,6705,6706
mol3434,Cc1cc(OCc2cc(C)[nH+]n2-c2ccccc2)n[nH]1,Cc1cc(COc2cc(C)[nH]n2)n(-c2ccccc2)n1,"2,400",11,N,1,0,1,0,SP2,TRUE,TRUE,4,6707,6708
mol3435,Cc1cc(C[NH+](C)C)ccc1OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1,Cc1cc(CN(C)C)ccc1OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1,"9,300",26,N,1,0,1,0,SP3,FALSE,FALSE,4,6709,6710
mol3436,Cc1cc(Cc2ccc(Cl)c(Oc3cc(C#N)cc(C#N)c3)c2F)n[nH]c1=O,Cc1cc(Cc2ccc(Cl)c(Oc3cc(C#N)cc(C#N)c3)c2F)n[n-]c1=O,"10,500",5,N,0,-1,1,0,SP2,TRUE,TRUE,3,6711,6712
mol3437,Cc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1,Cc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,"8,290",10,N,1,0,1,0,SP2,FALSE,TRUE,4,6713,6714
mol3438,Cc1cc(Cl)cc(C)c1NC1=[NH+]CCN1,Cc1cc(Cl)cc(C)c1NC1=NCCN1,"10,250",9,N,1,0,1,0,SP2,FALSE,TRUE,4,6715,6716
mol3439,Cc1cc(Cl)cc(Cl)c1NC1=[NH+]CCN1,Cc1cc(Cl)cc(Cl)c1NC1=NCCN1,"9,030",9,N,1,0,1,0,SP2,FALSE,TRUE,4,6717,6718
mol3440,Cc1cc(Cl)cc(Cl)c1O,Cc1cc(Cl)cc(Cl)c1[O-],"7,850",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,6719,6720
mol3441,Cc1cc(Cl)ccc1C(=O)O,Cc1cc(Cl)ccc1C(=O)[O-],"3,750",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,6721,6722
mol3442,Cc1cc(Cl)ccc1NC1=[NH+]CCN1,Cc1cc(Cl)ccc1NC1=NCCN1,"9,910",9,N,1,0,1,0,SP2,FALSE,TRUE,4,6723,6724
mol3443,Cc1cc(Cl)ccc1Nc1cc(C(F)(F)F)c(C(=O)NCC2CCOCC2)c[nH+]1,Cc1cc(Cl)ccc1Nc1cc(C(F)(F)F)c(C(=O)NCC2CCOCC2)cn1,"2,630",13,N,1,0,1,0,SP2,TRUE,TRUE,4,6725,6726
mol3444,Cc1cc(Cl)ccc1O,Cc1cc(Cl)ccc1[O-],"9,600",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,6727,6728
mol3445,Cc1cc(Cl)ccc1[C@@H]1CCc2c(C(=O)N(C)C)cc3c([nH+]c(C)n3C)c2O1,Cc1cc(Cl)ccc1[C@@H]1CCc2c(C(=O)N(C)C)cc3c(nc(C)n3C)c2O1,"5,590",17,N,1,0,1,0,SP2,TRUE,TRUE,4,6729,6730
mol3446,Cc1cc(Cl)ccc1[C@@H]1CCc2c(C(=O)N3CCC3)cc3c([nH+]c(C)n3C)c2O1,Cc1cc(Cl)ccc1[C@@H]1CCc2c(C(=O)N3CCC3)cc3c(nc(C)n3C)c2O1,"5,490",17,N,1,0,1,0,SP2,TRUE,TRUE,4,6731,6732
mol3447,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)[NH+]=C(N)CO[C@@H]2F)c1,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)CO[C@@H]2F)c1,"7,400",21,N,1,0,1,0,SP2,FALSE,TRUE,4,6734,6733
mol3449,Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)[O-])cc2)c2ccccc2oc1=O,"5,300",29,O,0,-1,1,0,SP2,FALSE,FALSE,2,6735,6736
mol3450,Cc1cc(I)c(O)c(I)c1,Cc1cc(I)c([O-])c(I)c1,"6,000",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,6737,6738
mol3451,Cc1cc(I)ccc1C(=O)O,Cc1cc(I)ccc1C(=O)[O-],"3,790",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,6739,6740
mol3452,Cc1cc([NH+](C)C)cc[n+]1[O-],Cc1cc(N(C)C)cc[n+]1[O-],"4,370",8,N,1,0,1,0,SP3,FALSE,FALSE,4,6741,6742
mol3453,Cc1cc(N)c(C)c[nH+]1,Cc1cc(N)c(C)cn1,"9,680",6,N,1,0,1,0,SP2,TRUE,TRUE,4,6743,6744
mol3454,Cc1cc(N)c2ccccc2[nH+]1,Cc1cc(N)c2ccccc2n1,"9,440",10,N,1,0,1,0,SP2,TRUE,TRUE,4,6745,6746
mol3455,Cc1cc([NH3+])cc(C)c1C,Cc1cc(N)cc(C)c1C,"5,150",9,N,1,0,3,2,SP3,FALSE,FALSE,4,6747,6748
mol3456,Cc1cc(N)cc(N2CCc3ccccc3C2)[nH+]1,Cc1cc(N)cc(N2CCc3ccccc3C2)n1,"9,000",6,N,1,0,1,0,SP2,TRUE,TRUE,4,6749,6750
mol3457,Cc1cc(N)cc[n+]1O,Cc1cc(N)cc[n+]1[O-],"4,100",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,6751,6752
mol3458,Cc1cc(N)cc[nH+]1,Cc1cc(N)ccn1,"9,440",6,N,1,0,1,0,SP2,TRUE,TRUE,4,6753,6754
mol3459,Cc1cc(N)nc(C)[nH+]1,Cc1cc(N)nc(C)n1,"6,850",6,N,1,0,1,0,SP2,TRUE,TRUE,4,6755,6756
mol3461,Cc1cc(N)[nH+]c(N2CCc3ccccc3C2)c1,Cc1cc(N)nc(N2CCc3ccccc3C2)c1,"6,500",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6757,6758
mol3462,Cc1cc(N)nc(Nc2ccc(Cl)cc2)[nH+]1,Cc1cc(N)nc(Nc2ccc(Cl)cc2)n1,"6,600",6,N,1,0,1,0,SP2,TRUE,TRUE,4,6759,6760
mol3463,Cc1cc(N)[nH+]c2c1ccc1ccccc12,Cc1cc(N)nc2c1ccc1ccccc12,"6,020",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6761,6762
mol3464,Cc1cc(N)[nH+]c2ccc3ccccc3c12,Cc1cc(N)nc2ccc3ccccc3c12,"7,140",4,N,1,0,1,0,SP2,TRUE,TRUE,4,6763,6764
mol3465,Cc1cc(N)nc[nH+]1,Cc1cc(N)ncn1,"6,250",6,N,1,0,1,0,SP2,TRUE,TRUE,4,6765,6766
mol3466,Cc1cc(N2CC[C@H]([NH+]3CCC[C@@H]3C)C2)ccc1NC(=O)c1c(C)noc1C,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1c(C)noc1C,"10,100",22,N,1,0,1,0,SP3,FALSE,TRUE,4,6767,6768
mol3467,Cc1cc(N2CC[C@H]([NH+]3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(C)n(C)n1,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(C)n(C)n1,"10,100",22,N,1,0,1,0,SP3,FALSE,TRUE,4,6769,6770
